kernel/C,device/C,x/I,y/I,z/I,mb/F,time/F
NoMemory,NvidiaRuntime - Tesla K20Xm,256,1,1,44.0,0.0280000008643
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,36.0,12.0439996719
LUDecomposition,NvidiaRuntime - Tesla K20Xm,1024,1,1,40.0,10501.0996094
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,1,1,1,27.0,29.5389995575
NoMemory,NvidiaRuntime - Tesla K20Xm,64,1,1,20.0,0.0480000004172
FluidSimulation,NvidiaRuntime - Tesla K20Xm,2,1,1,24.0,1116.40002441
VectorAdd,NvidiaRuntime - Tesla K20Xm,256,1,1,28.0,28.7439994812
FloydWarshall,NvidiaRuntime - Tesla K20Xm,2,2,1,39.0,172589.0
LUDecomposition,NvidiaRuntime - Tesla K20Xm,128,4,1,12.0,1747.43005371
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,1,1,1,19.0,12964.2998047
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,2,2,1,39.0,42.5800018311
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,2,4,1,20.022600174,3422.85009766
FluidSimulation,NvidiaRuntime - Tesla K20Xm,1,1,1,44.0,2062.70996094
FloydWarshall,NvidiaRuntime - Tesla K20Xm,1,1,1,11.0,28289.0
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,36.0,37.1139984131
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,4,4,1,43.0,46.8709983826
SquareArray,NvidiaRuntime - Tesla K20Xm,128,1,1,44.0,44.1650009155
FloydWarshall,NvidiaRuntime - Tesla K20Xm,4,4,1,43.0,199037.0
Convolution,NvidiaRuntime - Tesla K20Xm,1,1,1,19.0,26727.5
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,4,4,1,23.0,25.4810009003
Empty,NvidiaRuntime - Tesla K20Xm,128,1,1,28.0,0.0909999981523
Empty,NvidiaRuntime - Tesla K20Xm,32,1,1,24.0,0.0839999988675
FluidSimulation,NvidiaRuntime - Tesla K20Xm,8,1,1,16.0,743.770996094
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,8,8,1,7.0,3219.12011719
Reduction,NvidiaRuntime - Tesla K20Xm,64,1,1,32.0,10.7110004425
Convolution,NvidiaRuntime - Tesla K20Xm,4,1,1,39.0,53851.3007812
FluidSimulation,NvidiaRuntime - Tesla K20Xm,256,1,1,8.0,375.760986328
SquareArray,NvidiaRuntime - Tesla K20Xm,1024,1,1,12.0,12.2279996872
Array3dAverage,NvidiaRuntime - Tesla K20Xm,32,2,2,3.375,2.19199991226
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,64,2,1,8.0,1365.44995117
Array3dAverage,NvidiaRuntime - Tesla K20Xm,64,2,1,1.0,0.550000011921
Empty,NvidiaRuntime - Tesla K20Xm,64,1,1,36.0,0.423000007868
NoMemory,NvidiaRuntime - Tesla K20Xm,256,1,1,8.0,0.0280000008643
NoMemory,NvidiaRuntime - Tesla K20Xm,256,1,1,4.0,0.0280000008643
FloydWarshall,NvidiaRuntime - Tesla K20Xm,4,4,1,23.0,79998.3984375
NoMemory,NvidiaRuntime - Tesla K20Xm,256,1,1,12.0,0.0280000008643
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,1,2,1,11.997300148,2046.5
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,4,4,1,43.0,42822.0
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,2,2,1,39.0,36876.1992188
Array3dAverage,NvidiaRuntime - Tesla K20Xm,8,8,2,38.4434013367,40.6489982605
FluidSimulation,NvidiaRuntime - Tesla K20Xm,1,1,1,20.0,939.189025879
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,2,4,1,28.007900238,4785.60009766
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,64,4,1,16.0,16.9309997559
Convolution,NvidiaRuntime - Tesla K20Xm,1024,1,1,4.0,5259.12988281
Array3dAverage,NvidiaRuntime - Tesla K20Xm,32,4,1,8.0,26.0699996948
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,2,4,1,3.99915003777,683.184020996
Convolution,NvidiaRuntime - Tesla K20Xm,1,1,1,11.0,15971.7998047
Array3dAverage,NvidiaRuntime - Tesla K20Xm,2,2,2,27.8526000977,89.9530029297
Array3dAverage,NvidiaRuntime - Tesla K20Xm,4,4,4,19.410900116,35.8650016785
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,3.93028998375,12.8159999847
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,20.0,20.7999992371
FloydWarshall,NvidiaRuntime - Tesla K20Xm,1,1,1,19.0,60830.0
Array3dAverage,NvidiaRuntime - Tesla K20Xm,2,2,2,35.3278999329,65.6220016479
Array3dAverage,NvidiaRuntime - Tesla K20Xm,16,8,1,11.3906002045,11.9010000229
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,8,8,1,7.0,8.72399997711
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,4,32,1,32.0,5473.60009766
FluidSimulation,NvidiaRuntime - Tesla K20Xm,4,1,1,36.0,1689.38000488
SquareArray,NvidiaRuntime - Tesla K20Xm,512,1,1,4.0,4.34399986267
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,12.0,12.5799999237
SquareArray,NvidiaRuntime - Tesla K20Xm,512,1,1,28.0,27.9769992828
FloydWarshall,NvidiaRuntime - Tesla K20Xm,32,4,1,16.0,43598.3984375
Reduction,NvidiaRuntime - Tesla K20Xm,64,1,1,24.0,8.0389995575
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,16,16,1,31.0,34.1020011902
Array3dAverage,NvidiaRuntime - Tesla K20Xm,16,8,1,34.3280982971,36.3779983521
Array3dAverage,NvidiaRuntime - Tesla K20Xm,0,0,0,0.00195311999414,-1.0
Array3dAverage,NvidiaRuntime - Tesla K20Xm,32,4,1,27.0,28.3549995422
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,8.0,2.82999992371
Array3dAverage,NvidiaRuntime - Tesla K20Xm,2,2,2,11.8718996048,38.5260009766
FloydWarshall,NvidiaRuntime - Tesla K20Xm,32,4,1,4.0,5473.14990234
FloydWarshall,NvidiaRuntime - Tesla K20Xm,8,8,1,7.0,15435.2998047
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,19.7513999939,63.9010009766
Reduction,NvidiaRuntime - Tesla K20Xm,64,1,1,40.0,13.3070001602
Convolution,NvidiaRuntime - Tesla K20Xm,16,1,1,23.0,32124.1992188
NoMemory,NvidiaRuntime - Tesla K20Xm,64,1,1,28.0,0.0469999983907
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,16,8,1,4.0,4.52899980545
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,1,1,1,27.0,21544.9003906
FluidSimulation,NvidiaRuntime - Tesla K20Xm,2,1,1,12.0,560.523010254
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,28.0,9.41199970245
LUDecomposition,NvidiaRuntime - Tesla K20Xm,128,2,1,3.0,342.898010254
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,4,4,1,23.0,17086.0996094
LUDecomposition,NvidiaRuntime - Tesla K20Xm,64,8,1,28.0,6142.22998047
Array3dAverage,NvidiaRuntime - Tesla K20Xm,8,8,2,18.0879001617,11.732000351
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,64,8,1,4.0,1149.08996582
SquareArray,NvidiaRuntime - Tesla K20Xm,1024,1,1,24.0,24.1739997864
Empty,NvidiaRuntime - Tesla K20Xm,128,1,1,40.0,0.082000002265
VectorAdd,NvidiaRuntime - Tesla K20Xm,256,1,1,4.0,4.45399999619
Array3dAverage,NvidiaRuntime - Tesla K20Xm,4,4,4,3.81469988823,7.08199977875
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,20.0,6.72300004959
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,35.8349990845,115.939002991
Empty,NvidiaRuntime - Tesla K20Xm,512,1,1,44.0,0.0560000017285
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,1,2,1,24.0102996826,4103.72998047
NoMemory,NvidiaRuntime - Tesla K20Xm,512,1,1,24.0,0.0289999991655
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,8.0,8.53100013733
Reduction,NvidiaRuntime - Tesla K20Xm,64,1,1,16.0,5.40899991989
FluidSimulation,NvidiaRuntime - Tesla K20Xm,2,1,1,40.0,1876.56005859
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,64,16,1,36.0,30714.6992188
Convolution,NvidiaRuntime - Tesla K20Xm,256,1,1,31.0,42905.3984375
FloydWarshall,NvidiaRuntime - Tesla K20Xm,32,4,1,36.0,147426.0
Empty,NvidiaRuntime - Tesla K20Xm,128,1,1,16.0,0.0769999995828
NoMemory,NvidiaRuntime - Tesla K20Xm,512,1,1,16.0,0.0280000008643
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,15.9197998047,51.5789985657
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,1,1,1,11.0,12.9409999847
Array3dAverage,NvidiaRuntime - Tesla K20Xm,2,2,2,31.4423007965,58.4580001831
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,4.0,1.53600001335
Array3dAverage,NvidiaRuntime - Tesla K20Xm,8,8,2,23.7637004852,76.59400177
FluidSimulation,NvidiaRuntime - Tesla K20Xm,4,1,1,28.0,1302.81005859
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,32.0,33.0410003662
SquareArray,NvidiaRuntime - Tesla K20Xm,512,1,1,20.0,20.0100002289
LUDecomposition,NvidiaRuntime - Tesla K20Xm,2,256,1,24.0,4898.37988281
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,43.4518013,140.281997681
SquareArray,NvidiaRuntime - Tesla K20Xm,128,1,1,8.0,8.26599979401
SquareArray,NvidiaRuntime - Tesla K20Xm,128,1,1,36.0,36.297000885
FloydWarshall,NvidiaRuntime - Tesla K20Xm,16,8,1,31.0,123534.0
Array3dAverage,NvidiaRuntime - Tesla K20Xm,1,1,1,31.9116001129,103.036003113
SquareArray,NvidiaRuntime - Tesla K20Xm,128,1,1,40.0,40.3600006104
Convolution,NvidiaRuntime - Tesla K20Xm,1024,1,1,16.0,21361.5
NoMemory,NvidiaRuntime - Tesla K20Xm,128,1,1,40.0,0.0270000007004
NoMemory,NvidiaRuntime - Tesla K20Xm,64,1,1,36.0,0.0270000007004
LUDecomposition,NvidiaRuntime - Tesla K20Xm,8,64,1,32.0,7505.37988281
Empty,NvidiaRuntime - Tesla K20Xm,256,1,1,12.0,0.0850000008941
Convolution,NvidiaRuntime - Tesla K20Xm,64,1,1,7.0,10610.7998047
Array3dAverage,NvidiaRuntime - Tesla K20Xm,16,4,2,20.7968997955,9.54699993134
VectorAdd,NvidiaRuntime - Tesla K20Xm,64,1,1,24.0,24.7080001831
Array3dAverage,NvidiaRuntime - Tesla K20Xm,32,4,1,15.625,29.5149993896
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,16.0,16.7210006714
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,44.0,14.5909996033
Convolution,NvidiaRuntime - Tesla K20Xm,1,1,1,27.0,37515.0
LUDecomposition,NvidiaRuntime - Tesla K20Xm,16,16,1,8.0,953.960021973
Empty,NvidiaRuntime - Tesla K20Xm,256,1,1,4.0,0.268999993801
NoMemory,NvidiaRuntime - Tesla K20Xm,256,1,1,32.0,0.0280000008643
SquareArray,NvidiaRuntime - Tesla K20Xm,128,1,1,32.0,32.3079986572
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,1,1,1,11.0,5955.10986328
LUDecomposition,NvidiaRuntime - Tesla K20Xm,16,32,1,20.0,3724.65991211
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,256,1,1,36.0,38.3059997559
Empty,NvidiaRuntime - Tesla K20Xm,512,1,1,32.0,0.0540000014007
FluidSimulation,NvidiaRuntime - Tesla K20Xm,4,1,1,4.0,186.630996704
LUDecomposition,NvidiaRuntime - Tesla K20Xm,32,16,1,15.0,2666.75
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,1,2,1,44.0186004639,7534.54003906
Array3dAverage,NvidiaRuntime - Tesla K20Xm,8,4,4,30.5175991058,32.1879997253
Convolution,NvidiaRuntime - Tesla K20Xm,16,1,1,43.0,59261.6015625
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,32,32,1,16.0,9109.11035156
Array3dAverage,NvidiaRuntime - Tesla K20Xm,2,2,2,39.5210990906,127.586997986
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,40.0,41.2760009766
LUDecomposition,NvidiaRuntime - Tesla K20Xm,64,16,1,44.0,12108.7001953
LUDecomposition,NvidiaRuntime - Tesla K20Xm,64,8,1,35.0,8943.74023438
MatrixMultiplication,NvidiaRuntime - Tesla K20Xm,16,16,1,31.0,25994.0
Array3dAverage,NvidiaRuntime - Tesla K20Xm,32,4,1,42.875,80.4390029907
Empty,NvidiaRuntime - Tesla K20Xm,256,1,1,20.0,0.0799999982119
MatrixTranspose,NvidiaRuntime - Tesla K20Xm,1,1,1,19.0,21.3229999542
Convolution,NvidiaRuntime - Tesla K20Xm,1024,1,1,36.0,48446.5
FloydWarshall,NvidiaRuntime - Tesla K20Xm,1,1,1,27.0,100784.0
Reduction,NvidiaRuntime - Tesla K20Xm,128,1,1,12.0,4.14200019836
FluidSimulation,NvidiaRuntime - Tesla K20Xm,64,1,1,32.0,1504.7199707
Empty,NvidiaRuntime - Tesla K20Xm,64,1,1,8.0,0.300999999046
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,1,2,1,40.0093002319,6833.16992188
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,4,8,1,15.9966001511,2728.86010742
VectorAdd,NvidiaRuntime - Tesla K20Xm,128,1,1,44.0,45.6399993896
SquareArray,NvidiaRuntime - Tesla K20Xm,256,1,1,16.0,16.2210006714
MonteCarloAsian,NvidiaRuntime - Tesla K20Xm,2,4,1,35.9922981262,6150.66992188
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1024,1,34.0,1424.10998535
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,44.0,0.136000007391
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,41.0,17.6170005798
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,36.0,9.21399974823
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,2,1,2.0,125.835998535
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,512,1,40.0,1716.7800293
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,12.5810003281
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,42.0,10.329000473
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,20.0,0.216999992728
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,24.0,762.307006836
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,792.101989746
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,28.0,10.25
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,39.0,30740.6992188
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,14.0,2.55200004578
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,4,1,12.0,449.351989746
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,1859.73999023
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,9.89099979401
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,39.0,17.7150001526
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,20.022600174,594.706970215
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,25.0,16760.9003906
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,44.0,1211.16003418
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,1.0,4.88999986649
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,5293.79003906
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,36.0,15.6459999084
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,43.0,16.172000885
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,986.276977539
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,44.0,13.3669996262
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,43.0,35388.3984375
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,1268.90002441
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,7.56699991226
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,23.0,11.8079996109
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,28.0,0.418999999762
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,24.0,0.231000006199
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,16.0,458.165008545
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,8,1,7.0,184.494003296
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,32.0,5.41499996185
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2048,1,1,6.0,2.97699999809
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,39.0,2494.93994141
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,18.0,8.13899993896
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,8.0,289.355010986
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,12.0,6.11000013351
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,22.0,10.232000351
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.0,1388.60998535
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,2,1,8.0,227.908996582
Array3dAverage,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,8,1,1.0,1.83899998665
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,36.0,0.508000016212
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,8.0,0.12800000608
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,4.0,0.157000005245
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,41.9900016785,1199.59997559
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,16.0,285864.0
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,23.0,14310.0
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,12.0,0.20000000298
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,37.0,15.7899999619
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,24171.9003906
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,8,1,38.0083007812,1051.34997559
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,11.997300148,352.07699585
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,43.0,4194.95996094
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,38.0,4.1139998436
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,5.0,213.98399353
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,39.0,3654.72998047
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,20.0,678.474975586
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,26.0,9.47999954224
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,28.007900238,768.198974609
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,4,1,16.0,8.55599975586
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,25.0,1887.0
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,4.0,420.110992432
Array3dAverage,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,4,1,8.0,6.55999994278
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,22.0,5.80200004578
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,4,1,3.99915003777,114.232002258
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,37.0,3475.64990234
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,753.950012207
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,22.0,12.6169996262
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,28.0,875542.0
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,15.468000412
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,20.0,7.69299983978
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,11013.0
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,637.604003906
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,1.0,465.420013428
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,8,1,6.01610994339,211.628997803
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,2115.63989258
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,34.0,9.96599960327
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,2,1,7.0,6.77099990845
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,2,1,32.0,913.984985352
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,25.9988002777,768.741027832
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,30.0,8.40499973297
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,36.0,1101.10998535
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,4.0,2.08899998665
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,12.0,6.27899980545
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,38.0,13.281999588
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,28.0,8.82499980927
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,2.0,0.875
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,16,1,16.0,7800.33984375
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,24.0,3.68799996376
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,31.0,14.3020000458
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,8.0,3.20000004768
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,10.0198001862,356.618988037
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,36.0,1505790.0
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,14.0,7.26800012589
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,6.0,3.2349998951
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,29.0,18.0160007477
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,37.0,2382.05004883
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,33.0,3069.42993164
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,26.0,8.80900001526
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,32,1,4.0,1124.4699707
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,20.0,447580.0
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,8,1,7.0,2986.34008789
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,40.0,5.0720000267
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,23.0,1498.48999023
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,18.0,3.47600007057
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,17.0,10342.0996094
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,28.0,0.208000004292
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,17.0,1185.94995117
